"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"66","Platelet activation","102/124",5.40802168209084e-06,2.52374345164239e-05,0,0,2.63518719109345,31.9585678820674,"GUCY1B1;ITGA2B;ARHGAP35;ACTB;MYLK3;ACTG1;MYLK;MYLK4;PPP1CB;PPP1CC;AKT2;AKT3;AKT1;PRKACA;PRKACB;GUCY1A2;GUCY1A1;PRKCI;F2R;ADCY9;STIM1;BTK;ORAI1;TLN1;ITPR1;ITPR2;PIK3R3;ITPR3;PIK3R2;PIK3R1;PRKCZ;RASGRP1;MYL12A;PIK3R6;MYL12B;PIK3R5;RAP1B;RAP1A;TBXA2R;PLCG2;VASP;LYN;GP5;COL1A1;COL1A2;GNAQ;TBXAS1;GNAS;ITGB1;ITGB3;SNAP23;PIK3CD;PIK3CB;PIK3CG;PRKG2;PRKG1;FGB;ARHGEF12;PPP1R12A;PLA2G4D;SYK;VWF;PLA2G4E;PLA2G4B;ITGA2;FGG;PLA2G4A;F2;RHOA;VAMP8;PIK3CA;JMJD7-PLA2G4B;LCP2;ARHGEF1;PLCB1;ROCK1;ROCK2;SRC;GNAI3;ADCY3;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;PTGS1;GNA13;P2RY1;MAPK1;FYN;MAPK3;NOS3;MAPK14;MAPK12;MAPK13;PPP1CA;MAPK11;COL3A1;FCGR2A;F2RL3"
"67","VEGF signaling pathway","53/59",5.79323944361498e-06,2.66316081885584e-05,0,0,5.01240633024158,60.4437003571972,"HSPB1;PIK3CD;PIK3CB;CASP9;PPP3CA;PPP3CB;PPP3CC;AKT2;AKT3;KDR;RAC2;AKT1;RAC3;RAC1;HRAS;MAP2K1;MAP2K2;PLA2G4D;PLA2G4E;PRKCB;SPHK1;PLA2G4B;PLA2G4A;PRKCA;PIK3CA;MAPKAPK3;JMJD7-PLA2G4B;MAPKAPK2;RAF1;SRC;PXN;PIK3R3;PIK3R2;PIK3R1;PTGS2;CDC42;NRAS;PPP3R1;PPP3R2;PLCG2;MAPK1;PLCG1;MAPK3;BAD;NOS3;NFATC2;MAPK14;MAPK12;PTK2;MAPK13;VEGFA;MAPK11;KRAS"
"68","Influenza A","136/171",6.04739600649575e-06,2.73911466176572e-05,0,0,2.21048229403321,26.5608961560757,"ATF2;TNF;ACTB;ACTG1;ICAM1;PYCARD;TBK1;AKT2;AKT3;TNFSF10;AKT1;IL12B;EP300;TRIM25;PRSS3;KPNA2;HLA-DOA;HLA-DOB;KPNA1;AGFG1;MAP2K3;IFNAR2;MAP2K4;MAP2K1;MAP2K2;RSAD2;PRKCB;PRKCA;DDX39B;HNRNPUL1;VDAC1;NUP98;RAF1;IFNAR1;NLRX1;PIK3R3;PIK3R2;PIK3R1;SOCS3;NLRP3;MAP2K7;HLA-DQA1;MAP2K6;IVNS1ABP;CPSF4;FDPS;HSPA8;CREBBP;HLA-DRB5;JUN;EIF2AK1;HSPA6;EIF2AK3;TNFRSF10B;EIF2AK2;TNFRSF10A;EIF2AK4;HSPA2;EIF2S1;NFKB1;NFKBIA;CXCL10;MAVS;IL6;HLA-DRA;CYCS;MYD88;HLA-DRB1;NFKBIB;GSK3B;CIITA;CXCL8;NXT1;PIK3CD;FASLG;ADAR;PIK3CB;NXT2;CASP9;IFIH1;IKBKB;XPO1;CASP1;JAK2;IKBKE;HLA-DPA1;JAK1;DDX58;IFNGR1;IFNGR2;IL18;IRAK4;TYK2;TNFRSF1A;DNAJC3;IL1A;OAS1;PIK3CA;IRF3;OAS2;IL1B;OAS3;TLR7;TLR4;IRF9;TLR3;SLC25A6;RNASEL;TMPRSS4;TMPRSS2;FURIN;RELA;NXF1;DNAJB1;MAPK9;MAPK8;PABPN1;CCL5;CCL2;MAPK1;BCL2L2-PABPN1;RAE1;MAPK3;STAT1;IFNB1;STAT2;MX1;MAPK14;PML;MAPK12;MAPK13;MAPK10;MAPK11;FAS;HSPA1B;HSPA1A"
"69","Osteoclast differentiation","104/127",6.56524208661884e-06,2.93057182996899e-05,0,0,2.57008643496104,30.6706949118822,"SPI1;NCF1;CSF1;NCF4;SIRPG;TNF;AKT2;AKT3;AKT1;SIRPA;MAP3K7;JUNB;IFNAR2;MAP2K1;IL1R1;MITF;CYBA;OSCAR;BTK;SQSTM1;IFNAR1;CSF1R;PIK3R3;PIK3R2;TNFRSF11B;PIK3R1;TNFRSF11A;SOCS3;PPP3R1;PPP3R2;CALCR;SOCS1;PLCG2;MAP2K7;MAP2K6;TGFB2;JUN;TGFB1;JUND;NFATC2;NFKB1;NFKB2;FOSL2;FOSL1;NFKBIA;CYLD;TAB2;GRB2;TAB1;MAP3K14;ITGB3;FHL2;PIK3CD;PIK3CB;IKBKB;PPP3CA;PPP3CB;FCGR3A;PPP3CC;FCGR3B;CTSK;ACP5;RAC1;IKBKG;JAK1;SYK;CHUK;IFNGR1;IFNGR2;TRAF2;GAB2;TYK2;FOS;TGFBR1;TNFRSF1A;TGFBR2;IL1A;CREB1;PIK3CA;TRAF6;IL1B;LCP2;PPARG;IRF9;LILRA2;RELA;MAPK9;MAPK8;MAPK1;FYN;MAPK3;STAT1;IFNB1;STAT2;LILRB1;LILRB2;MAPK14;MAPK12;MAPK13;MAPK10;MAPK11;FCGR2A;CAMK4;FOSB"
"70","HIF-1 signaling pathway","84/100",7.09813498475821e-06,3.12317939329361e-05,0,0,2.98221180364038,35.3561443229814,"CDKN1A;FLT1;CDKN1B;TFRC;SERPINE1;SLC2A1;PIK3CD;ENO1;PIK3CB;ENO2;ENO3;ENO4;HK2;IGF1R;HK1;AKT2;AKT3;AKT1;EP300;TIMP1;ELOC;IL6R;PDK1;MAP2K1;EDN1;MAP2K2;PRKCB;IFNGR1;IFNGR2;RPS6;CYBB;ARNT;PRKCA;RBX1;PIK3CA;EIF4E2;ALDOA;TLR4;GAPDH;CAMK2D;PFKFB3;CUL2;CAMK2A;PIK3R3;PIK3R2;PIK3R1;PDHB;HIF1A;RELA;EGFR;LDHA;MKNK2;ERBB2;EIF4EBP1;PLCG2;PGK1;HMOX1;MAPK1;PLCG1;VHL;EIF4E;CAMK2G;MAPK3;EGLN1;ANGPT4;CREBBP;EGLN3;PDHA1;EGLN2;NOS2;EGF;NOS3;INSR;STAT3;IGF1;NFKB1;MTOR;VEGFA;IL6;PFKL;RPS6KB1;RPS6KB2;BCL2;LTBR"
"71","Apelin signaling pathway","111/137",8.65361466021726e-06,3.75396241598157e-05,0,0,2.42689452840274,28.291604131163,"CALML6;SERPINE1;CALML3;PLAT;CALML4;MYLK3;SLC8A1;MYLK;MYLK4;LIPE;CCND1;CDH1;AKT2;AKT3;AKT1;CCN2;PRKACA;PRKACB;MEF2A;GABARAPL2;PRKAB2;GABARAPL1;MAP2K1;MEF2C;MAP2K2;PRKCE;RPS6;PRKAB1;ADCY9;MYL2;AGTR1;TFAM;RAF1;NOTCH3;PIK3R4;ITPR1;ITPR2;ITPR3;NRF1;GABARAP;PIK3R6;SLC9A1;PIK3R5;RRAS;PPARGC1A;SMAD2;EGR1;SMAD4;SMAD3;JAG1;GNG12;GNG11;GNB2;GNAQ;GNB1;GNB4;GNB3;CALM3;GNB5;CALM1;CALM2;RYR2;PDE3B;PRKAG1;PIK3CG;NOS1;HRAS;SPHK1;RRAS2;TGFBR1;ACTA2;MRAS;PIK3C3;PLIN1;PLCB1;HDAC4;BECN1;HDAC5;PRKAA1;PRKAA2;GNAI3;ADCY3;ADCY2;ADCY1;ADCY7;ADCY6;GNAI1;ADCY5;GNAI2;GNA13;NRAS;GNG3;GNG2;GNG5;GNG4;GNG7;SPP1;GNG8;MAPK1;MEF2D;MAPK3;NOS2;NOS3;MTOR;KLF2;APLN;SLC8A3;RPS6KB1;CAMK4;RPS6KB2;KRAS"
"72","Hepatitis C","124/155",8.94645971870013e-06,3.82709665744394e-05,0,0,2.27460279819777,26.4405576412445,"RB1;SCARB1;CD81;ARAF;PPP2R2A;IFIT1;TNF;CLDN1;TBK1;CCND1;PPP2R1B;PPP2R1A;MYC;AKT2;AKT3;AKT1;IFNAR2;MAP2K1;MAP2K2;RSAD2;PIAS1;CLDN5;CLDN4;PSME3;CLDN7;RAF1;TP53;IFNAR1;PIK3R3;PIK3R2;PIK3R1;SOCS3;RIPK1;FADD;EIF2AK1;EIF2AK3;EIF2AK2;BRAF;EIF2AK4;EIF2S1;NFKB1;NFKBIA;CXCL10;OCLN;MAVS;CDK6;CDK4;CDK2;CYCS;GRB2;YWHAE;GSK3B;CDKN1A;YWHAB;TRADD;PIK3CD;FASLG;PIK3CB;CASP9;IKBKB;CASP8;YWHAQ;CASP3;IKBKG;HRAS;IKBKE;YWHAG;YWHAH;JAK1;APAF1;CHUK;DDX58;TRAF2;TYK2;YWHAZ;TNFRSF1A;CLDN11;OAS1;PIK3CA;CLDN15;IRF3;TRAF3;OAS2;TRAF6;OAS3;CLDN19;CLDN16;SOS1;PPARA;SOS2;IRF9;TLR3;RNASEL;RELA;EGFR;PPP2CA;PPP2CB;NRAS;RXRA;E2F1;E2F2;MAPK1;E2F3;BAK1;BID;LDLR;MAPK3;EGF;BAD;STAT1;IFNB1;STAT2;MX1;STAT3;NR1H3;CFLAR;PPP2R2C;PPP2R2B;PPP2R2D;FAS;BAX;CTNNB1;KRAS;EIF3E"
"73","Adipocytokine signaling pathway","60/69",1.6098782650606e-05,6.7923630909406e-05,0,0,3.78345785817276,41.7571424588816,"IRS1;TRADD;SLC2A1;IRS4;PRKAG1;IRS2;SLC2A4;TNF;IKBKB;STK11;AKT2;AKT3;LEPR;AKT1;CD36;IKBKG;JAK2;PRKAB2;CPT1A;G6PC;CHUK;ACSL1;ADIPOQ;ACSL6;ACSL5;ACSL4;TRAF2;ACSL3;TNFRSF1B;CPT1C;PRKAB1;CPT1B;TNFRSF1A;ACSBG1;PPARA;PRKAA1;PRKAA2;ADIPOR1;ADIPOR2;ACACB;RELA;CAMKK2;RXRB;SOCS3;MAPK9;MAPK8;RXRA;PCK1;PPARGC1A;STAT3;PTPN11;NFKB1;MTOR;NFKBIA;MAPK10;POMC;G6PC3;LEP;NFKBIE;NFKBIB"
"74","Lysosome","100/123",1.80785660256096e-05,7.52459234579428e-05,0,0,2.47045707915273,26.9793269541326,"SCARB2;LIPA;LAPTM4B;LAPTM4A;GNPTAB;LAMP1;LAMP3;LAMP2;AP1S2;AP1S1;AP1S3;ARSA;ENTPD4;SLC11A1;SLC11A2;AP1B1;PLA2G15;ATP6V0D1;ATP6V0D2;ABCB9;GNS;PSAP;NEU1;ATP6V0A2;ATP6V1H;AP4S1;ARSG;ARSB;ATP6V0A1;CTSA;CD164;ABCA2;PSAPL1;FUCA1;M6PR;AP4B1;IGF2R;GNPTG;PPT1;TPP1;MAN2B1;PPT2;HEXB;CTSZ;CLTC;HEXA;CLTB;AP4E1;CLTA;CTSV;TCIRG1;NAGPA;LITAF;CTSS;MFSD8;GM2A;AP1G2;CTSL;AP1G1;CTSK;SMPD1;IDS;ACP5;CTSH;ACP2;AP3S2;CTSE;GUSB;CTSD;CTSC;CTSB;HGSNAT;ATP6V0B;ATP6AP1;AP3B1;SUMF1;NPC1;NPC2;DNASE2;ATP6V0C;CD63;ASAH1;GBA;GGA2;AP3M2;GGA1;AP3M1;CLN3;GGA3;SLC17A5;SORT1;LAPTM5;AP3D1;CTNS;NAGA;GALNS;GALC;GLB1;CD68;GLA"
"75","Insulin resistance","89/108",1.85063902703399e-05,7.5999576043529e-05,0,0,2.66076155231212,28.9953682141956,"GSK3B;SLC27A1;CRTC2;IRS1;SLC2A1;PTEN;PRKAG1;PIK3CD;IRS2;SLC2A4;PIK3CB;PYGL;TNF;PTPRF;PPP1CB;IKBKB;PPP1CC;RPS6KA3;GYS1;RPS6KA6;CREB3L1;AKT2;RPS6KA2;CREB3L2;AKT3;RPS6KA1;MLX;AKT1;CD36;SREBF1;PRKAB2;CPT1A;G6PC;PRKCB;PDPK1;PRKCE;PRKCD;PRKAB1;CPT1B;TNFRSF1A;CREB1;PIK3CA;TBC1D4;PPP1R3B;PPP1R3E;PPP1R3D;TRIB3;PPARA;SLC27A5;SLC27A4;CREB5;PRKAA1;PRKAA2;PIK3R3;PIK3R2;PIK3R1;PRKCZ;ACACB;FOXO1;RELA;PTPA;SOCS3;MAPK9;MAPK8;PCK1;PPARGC1A;PPARGC1B;MLXIP;PTPN1;NOS3;INSR;GFPT2;NR1H2;GFPT1;STAT3;OGA;NR1H3;PTPN11;NFKB1;MTOR;PPP1CA;NFKBIA;MAPK10;MLXIPL;IL6;G6PC3;RPS6KB1;RPS6KB2;OGT"
"76","Cushing syndrome","123/155",2.03032952540367e-05,8.22817755032015e-05,0,0,2.18527456133418,23.6112958360705,"RB1;ATF2;SCARB1;FZD10;AHR;CCND1;CREB3L1;CREB3L2;PDE8B;PRKACA;PRKACB;MEN1;USP8;MAP2K1;MAP2K2;WNT5A;AIP;ADCY9;ARMC5;CCNE2;CCNE1;AGTR1;ORAI1;ATF4;KMT2D;KMT2A;TCF7;ITPR1;ITPR2;ITPR3;CACNA1C;CACNA1H;CRHR2;RAP1B;CACNA1I;MC2R;RAP1A;CYP11A1;DVL1;DVL2;DVL3;WNT1;WNT2;WNT4;FZD1;WNT10A;FZD3;FZD2;FZD5;FZD4;WNT3A;FZD7;FZD6;FZD9;BRAF;PBX1;NR4A1;NCEH1;CDK6;STAR;SP1;CDK4;GNAQ;CDK2;GNAS;WDR5B;GSK3B;CDKN1A;WNT2B;CDKN1B;ASH2L;WDR5;APC2;AXIN1;WNT9B;ARNT;AXIN2;WNT9A;WNT16;CREB1;CRH;PLCB1;CREB5;CAMK2D;FH;ATF6B;LEF1;CAMK2A;GNAI3;ADCY3;WNT8B;KCNA4;ADCY2;ADCY1;ADCY7;EGFR;ADCY6;GNAI1;ADCY5;GNAI2;PDE11A;RASD1;WNT11;RBBP5;GNA11;E2F1;E2F2;MAPK1;E2F3;LDLR;CAMK2G;MAPK3;TCF7L2;CDKN2B;CDKN2C;CDKN2A;WNT7B;HSD3B1;WNT7A;POMC;APC;CTNNB1;KCNK3"
"77","Transcriptional misregulation in cancer","145/186",2.24352983513247e-05,8.97411934052986e-05,0,0,2.01162543691945,21.5341988895735,"CD86;ATF1;CCNT2;SPI1;CCNT1;JMJD1C;PLAT;MPO;HOXA11;IGF1R;HOXA10;ELK4;HOXA9;CCND2;PLAU;MYC;SSX2;MEN1;MEF2C;IL1R2;IGFBP3;LMO2;MITF;RUNX2;RUNX1;MYCN;MAF;SPINT1;EWSR1;DDIT3;COMMD3-BMI1;NUPR1;TP53;CSF1R;DDX5;SLC45A3;KMT2A;MAX;PDGFA;FOXO1;FUT8;TSPAN7;PROM1;ZBTB17;NGFR;SMAD1;BCL11B;JUP;GADD45A;FUS;ZBTB16;PBX3;HMGA2;IGF1;NFKB1;FLI1;PBX1;PTK2;CDK9;IL6;NR4A3;TLX3;BCL6;SP1;TLX1;ID2;MDM2;REL;ATM;TCF3;CDK14;BCL2L1;CDKN1A;CXCL8;FLT1;CDKN1B;LDB1;FLT3;SIX1;BMI1;AFF1;SIX4;SIN3A;NFKBIZ;UTY;POLK;KDM6A;SS18;MMP3;TFE3;PAX3;ETV1;TRAF1;PAX5;WNT16;MMP9;ETV4;DUSP6;ETV5;MLF1;SUPT3H;ETV6;TGFBR2;DDB2;ETV7;CCNA1;ZEB1;NCOR1;PAX8;PAX7;BMP2K;RARA;PPARG;MET;BIRC3;CEBPA;CEBPB;HDAC2;HPGD;BCL2A1;HDAC1;PRCC;DOT1L;TMPRSS2;MLLT1;MLLT3;RELA;RXRB;RXRA;NSD2;BAK1;RUNX1T1;ARNT2;CDKN2C;TAF15;EYA1;KLF3;PML;BAIAP3;PER2;SSX2B;MEIS1;WT1;IL2RB;BAX"
"78","Bladder cancer","38/41",2.27735809452481e-05,8.99264478350824e-05,0,0,7.18212033184162,76.776215821973,"RB1;CDKN1A;CXCL8;SRC;ARAF;THBS1;EGFR;NRAS;RASSF1;RPS6KA5;CCND1;CDH1;MYC;ERBB2;E2F1;E2F2;MAPK1;E2F3;HRAS;MAPK3;MAP2K1;MAP2K2;EGF;CDKN2A;DAPK1;DAPK2;MMP2;DAPK3;BRAF;MMP9;VEGFA;CDK4;MDM2;KRAS;RAF1;FGFR3;TP53;HBEGF"
"79","RNA transport","130/165",2.30742345224291e-05,8.99603067456728e-05,0,0,2.11195842512568,22.5489449393805,"CYFIP2;EIF4A2;CYFIP1;POP5;EIF4A1;POP7;NUP107;NUP188;POP1;FMR1;POP4;RPP30;EIF4A3;PHAX;PNN;MAGOH;PABPC4L;NUP214;NUP210;EIF1AX;THOC2;TRNT1;THOC5;RPP25L;SRRM1;NUP93;EEF1A1;DDX39B;CLNS1A;GEMIN4;GEMIN5;GEMIN6;NUP98;GEMIN7;RPP25;GEMIN8;KPNB1;NUP205;POM121;SEH1L;RBM8A;NMD3;AAAS;NUP160;FXR1;FXR2;POM121C;NUP85;TPR;EIF4EBP1;EIF4EBP2;NUP88;EIF2B5;EIF2B3;UBE2I;EIF2B2;NUP155;ALYREF;RPP40;UPF3A;NUP153;EIF2S2;EIF2S1;EIF1;EIF2S3;EIF5;RNPS1;EIF4G3;EIF4G2;EIF4G1;NXT1;NXT2;XPO1;SUMO1;SUMO3;NUP62;SUMO2;XPO5;EIF2B1;UPF2;NDC1;EIF5B;UPF1;PRMT5;SEC13;NCBP1;NUP133;NCBP2;ELAC2;PABPC4;ELAC1;SENP2;RANGAP1;NUP50;PABPC3;STRAP;NUP54;PABPC1;EIF4E2;NUP58;DDX20;NXF1;TGS1;SAP18;PABPC1L2B;NUP43;PABPC1L2A;RPP14;RAE1;EIF4E;EIF4B;PAIP1;RANBP2;XPOT;EIF3I;EIF3J;TACC3;EIF3G;NUP35;EIF3H;ACIN1;EIF3E;PABPC1L;EIF3F;EIF3C;EIF3D;RAN;EIF3A;EIF3B;NUP37"
"80","N-Glycan biosynthesis","45/50",2.72277306703707e-05,0.000104826763080927,0,0,5.1044776119403,53.6545658383847,"DPAGT1;B4GALT2;B4GALT3;B4GALT1;RPN2;TUSC3;RPN1;FUT8;GANAB;MAN2A2;MAN1A2;MAN2A1;MGAT5B;MGAT5;MAN1C1;MGAT3;MAN1A1;MGAT1;MGAT2;ALG8;ST6GAL1;ALG9;ST6GAL2;ALG6;SRD5A3;ALG14;ALG2;ALG13;ALG3;MOGS;ALG12;ALG1;ALG10;DDOST;DPM1;MGAT4C;DPM2;DPM3;DAD1;DOLPP1;MGAT4A;MGAT4B;STT3A;STT3B;ALG10B"
"81","Alzheimer disease","134/171",2.85382985301083e-05,0.000108515999349054,0,0,2.05934785350971,21.5495587105612,"APP;NDUFA13;NDUFA11;CALML6;NDUFA12;NDUFA10;CALML3;CALML4;COX6A1;TNF;NDUFC2-KCTD14;CAPN2;CAPN1;ADAM10;SDHC;SDHD;SDHA;COX6B2;COX6B1;ERN1;COX7A2L;ADAM17;UQCRC1;ATF6;RTN3;UQCRB;NDUFB11;PSEN2;ATP5MC2;ITPR1;LPL;ATP5MC3;ITPR2;COX7A2;ITPR3;CACNA1C;PSEN1;UQCRH;RTN4;ATP5MC1;APH1A;NCSTN;PPP3R1;GRIN2A;PPP3R2;APH1B;NDUFV3;APOE;CYC1;FADD;NAE1;NDUFV2;NDUFV1;EIF2AK3;GRIN2B;GRIN2D;UQCRQ;GNAQ;CYCS;CALM3;CALM1;CALM2;GSK3B;COX7B;COX4I1;ATP2A3;ATP2A2;IDE;COX7C;CASP9;PPP3CA;PPP3CB;CASP7;CASP8;PPP3CC;CASP3;UQCRFS1;NOS1;COX8A;PSENEN;APAF1;MME;NDUFC2;NDUFC1;TNFRSF1A;BACE1;BACE2;NDUFS8;NDUFS7;NDUFS6;IL1B;NDUFS5;NDUFS3;NDUFS2;NDUFS1;MAPT;PLCB1;GAPDH;NDUFB9;NDUFB8;LRP1;NDUFB6;NDUFB5;NDUFB4;UQCR11;UQCR10;COX5B;COX5A;HSD17B10;ATP5F1A;ATP5F1B;MAPK1;BID;SNCA;MAPK3;NDUFA8;NDUFA7;NDUFA6;ATP5PD;NDUFA5;BAD;NDUFA4;ATP5PB;NDUFA3;NDUFA2;NDUFA1;COX6C;ATP5F1C;ATP5F1D;ATP5F1E;NDUFAB1;ATP5PO;FAS;CDK5R1"
"82","RNA degradation","67/79",3.17747431250233e-05,0.000119349035152527,0,0,3.16907328716819,32.821581260151,"BTG3;BTG2;BTG1;DIS3L;ENO1;TENT4A;ENO2;TENT4B;ENO3;ENO4;EDC3;PABPC4L;MTREX;NUDT16;TTC37;CNOT6L;DIS3;PABPC4;PATL1;XRN1;XRN2;C1D;PABPC3;PABPC1;DCP2;ZCCHC7;DDX6;WDR61;TOB2;TOB1;HSPD1;EXOSC6;EXOSC10;EXOSC9;EXOSC8;DHX36;PABPC1L2B;PABPC1L2A;EXOSC2;DCPS;HSPA9;PNPT1;LSM1;CNOT10;LSM5;LSM4;LSM3;LSM2;CNOT4;PAN2;LSM8;CNOT6;PFKL;LSM7;CNOT7;PAN3;CNOT1;CNOT2;CNOT3;SKIV2L;PABPC1L;CNOT8;DCP1A;CNOT9;PFKM;PFKP;MPHOSPH6"
"83","Notch signaling pathway","43/48",5.45634297154255e-05,0.000202476341594591,0,0,4.87684574300974,47.8718331737533,"RBPJL;NOTCH2;NOTCH3;HDAC2;NUMBL;NOTCH1;CTBP2;MAML2;HDAC1;CTBP1;MAML1;PSEN2;DTX2;DTX3;RFNG;PSEN1;DTX4;RBPJ;DLL1;DLL3;DLL4;LFNG;APH1A;NCSTN;APH1B;DVL1;DVL2;EP300;DVL3;HES1;PSENEN;JAG2;CREBBP;JAG1;DTX3L;NCOR2;KAT2B;KAT2A;ADAM17;SNW1;MFNG;NUMB;MAML3"
"84","Ribosome","120/153",6.83971688394698e-05,0.000250789619078056,0,0,2.06659243561654,19.8189916368176,"RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPS19;RPL18A;RPL36AL;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;MRPS18A;RPSA;MRPS18C;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;MRPL18;MRPL19;MRPL16;MRPL17;MRPL15;RPS4Y1;MRPL12;MRPL10;MRPL20;RPL41;MRPL27;MRPL28;RPL17-C18ORF32;MRPL23;RPL3L;MRPL21;MRPL22;RPS26;MRPL30;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPS21;RSL24D1;RPS24;RPS23;MRPS17;MRPS15;MRPS16;MRPS14;RPLP1;MRPS12;RPLP0;MRPS10;MRPL36;MRPL34;MRPL35;MRPL32;MRPL4;RPS4X;MRPL3;RPL7A;MRPL2;MRPL1;RPLP2;MRPL9;RPL13A;MRPS2;MRPS21;MRPS7;MRPS6;MRPS5;MRPS9;RPL37A;RPL10;RPS10-NUDT3;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL35A;RPL23A;RPL22L1;FAU;RPL26L1"
"85","Choline metabolism in cancer","81/99",7.25895782356318e-05,0.000263030471724407,0,0,2.55486844178352,24.3496570576357,"DGKG;DGKE;DGKD;SLC44A1;SLC44A2;PIK3CD;PIK3CB;WASL;AKT2;AKT3;RAC2;AKT1;RAC3;RAC1;HRAS;PDGFRB;PDGFRA;MAP2K1;LYPLA1;MAP2K2;PCYT1A;PLA2G4D;PRKCB;PLA2G4E;PDPK1;PLA2G4B;PLA2G4A;TSC1;PRKCA;FOS;GPCPD1;DGKZ;SLC5A7;PIK3CA;DGKQ;JMJD7-PLA2G4B;RAF1;PLPP3;SOS1;SOS2;PLPP1;DGKH;SLC22A4;SLC22A3;SLC22A2;SLC22A1;PDGFB;PDGFA;PIK3R3;PIK3R2;PIK3R1;PLD1;HIF1A;EGFR;PLD2;MAPK9;NRAS;MAPK8;PDGFC;EIF4EBP1;PIP5K1A;MAPK1;PIP5K1B;PLCG1;PIP5K1C;WASF1;RALGDS;WASF2;WASF3;MAPK3;JUN;EGF;MTOR;MAPK10;RPS6KB1;RHEB;SP1;RPS6KB2;GRB2;CHPT1;KRAS"
"86","Amyotrophic lateral sclerosis (ALS)","45/51",8.76191801128641e-05,0.000313798924125141,0,0,4.25314218381775,39.7350260756725,"GRIA1;TOMM40;SLC1A2;DERL1;TNF;CASP9;PPP3CA;PPP3CB;PPP3R1;GRIN2A;PPP3CC;PPP3R2;CASP3;CASP1;NEFL;NEFM;NOS1;RAC1;BID;NEFH;MAP3K5;MAP2K6;MAP2K3;GPX1;APAF1;BAD;TNFRSF1B;MAPK14;GRIN2B;TOMM40L;MAPK12;TNFRSF1A;GRIN2D;MAPK13;SOD1;MAPK11;CCS;ALS2;CAT;BCL2;BAX;CYCS;TP53;RAB5A;BCL2L1"
"87","Lysine degradation","51/59",0.000100525318935864,0.000355882738301679,0,0,3.6158735460547,33.2844809505324,"SUV39H2;SETD2;SETD3;SUV39H1;PRDM6;EHMT2;SETD7;PLOD3;EHMT1;PRDM2;PLOD2;PLOD1;DHTKD1;ALDH2;KMT5B;KMT5A;HADH;COLGALT1;AASS;PHYKPL;KMT5C;ASH1L;ALDH3A2;HADHA;EHHADH;ALDH7A1;DLD;ALDH9A1;KMT2E;GCDH;KMT2D;ECHS1;KMT2A;KMT2C;DOT1L;KMT2B;DLST;ACAT1;NSD3;ALDH1B1;NSD1;NSD2;SETDB1;AADAT;SETD1B;SETD1A;SETDB2;BBOX1;TMLHE;EZH1;EZH2"
"88","T cell receptor signaling pathway","82/101",0.00011149435529102,0.000390230243518572,0,0,2.45013621266591,22.300004398732,"ITK;GSK3B;PIK3CD;CBLB;CD3G;PIK3CB;TNF;CD3D;IKBKB;PPP3CA;PPP3CB;PPP3CC;AKT2;GRAP2;AKT3;NCK2;AKT1;CTLA4;MAP3K8;IKBKG;MAP3K7;HRAS;NCK1;IL10;VAV3;MAP2K1;MAP2K2;CHUK;PDPK1;FOS;RHOA;VAV2;PIK3CA;LCP2;RAF1;SOS1;SOS2;PIK3R3;PIK3R2;PIK3R1;BCL10;RASGRP1;RELA;MALT1;CDC42;MAPK9;PPP3R1;NRAS;PAK1;PPP3R2;PAK6;MAPK1;FYN;PLCG1;MAP2K7;PAK3;PAK2;PAK5;PAK4;MAPK3;JUN;NFATC3;NFATC2;MAPK14;NFKB1;MAPK12;MAPK13;NFKBIA;MAPK11;DLG1;CD4;IL5;CD40LG;CDK4;CD28;GRB2;PTPN6;KRAS;CD247;NFKBIE;MAP3K14;NFKBIB"
